1094,66.69,354,25.97
1094,66.69,347,25.97
1094,63.08,347,25.97
1929,63.08,347,25.97
1929,63.08,329,25.97
1929,65.17,329,25.97
1265,65.17,329,25.97
1265,65.17,360,25.97
1265,65.17,360,26.0
1265,63.51,360,26.0
721,63.51,360,26.0
721,54.96,360,26.0
354,54.96,360,26.0
354,54.96,360,25.97
354,66.2,360,25.97
162,66.2,360,25.97
162,69.84,360,25.97
147,69.84,360,25.97
147,69.84,359,25.97
147,59.76,359,25.97
68,59.76,359,25.97
68,59.76,359,26.0
68,59.76,359,26.0
68,59.76,359,26.0
68,59.76,359,26.0
68,59.76,359,26.0
68,58.43,359,26.0
216,58.43,359,26.0
216,56.11,359,26.0
143,56.11,359,26.0
143,56.11,356,26.0
143,56.11,356,26.0
143,56.11,318,26.0
143,63.4,318,26.0
963,63.4,318,26.0
963,63.4,351,26.0
963,55.86,351,26.0
526,55.86,351,26.0
526,51.62,351,26.0
265,51.62,351,26.0
265,51.62,353,26.0
265,61.85,353,26.0
180,61.85,353,26.0
180,54.89,353,26.0
132,54.89,353,26.0
132,54.89,351,26.0
132,54.89,349,26.0
132,55.29,349,26.0
301,55.29,349,26.0
301,55.29,351,26.0
301,57.73,351,26.0
271,57.73,351,26.0
271,57.73,352,26.0
271,59.94,352,26.0
213,59.94,352,26.0
213,57.38,352,26.0
503,57.38,352,26.0
503,57.38,351,26.0
503,60.61,351,26.0
283,60.61,351,26.0
283,55.79,351,26.0
148,55.79,351,26.0
148,55.79,354,26.0
148,62.36,354,26.0
74,62.36,354,26.0
74,62.36,351,26.0
74,59.37,351,26.0
84,59.37,351,26.0
84,51.52,351,26.0
96,51.52,351,26.0
96,55.7,351,26.0
66,55.7,351,26.0
66,55.7,354,26.0
66,55.7,354,26.02
66,55.72,354,26.02
144,55.72,354,26.02
144,55.72,351,26.02
144,61.76,351,26.02
77,61.76,351,26.02
77,61.76,352,26.02
77,61.76,352,26.0
77,55.15,352,26.0
81,55.15,352,26.0
81,55.15,350,26.0
81,52.32,350,26.0
118,52.32,350,26.0
118,61.77,350,26.0
101,61.77,350,26.0
101,61.77,351,26.0
101,61.77,351,26.02
101,61.77,351,26.0
101,64.67,351,26.0
101,64.67,350,26.0
101,63.7,350,26.0
143,63.7,350,26.0
218,63.7,350,26.0
218,57.93,350,26.0
218,57.93,346,26.0
218,57.93,346,26.0
218,54.07,346,26.0
1045,54.07,346,26.0
1045,54.07,351,26.0
1045,54.07,351,26.02
1045,45.41,351,26.02
440,45.41,351,26.02
440,54.64,351,26.02
335,54.64,351,26.02
335,54.64,350,26.02
335,54.64,350,26.0
335,54.64,342,26.0
335,52.95,342,26.0
119,52.95,342,26.0
119,52.21,342,26.0
86,52.21,342,26.0
86,52.21,350,26.0
86,52.21,350,26.02
86,52.21,343,26.02
86,45.66,343,26.02
82,45.66,343,26.02
82,41.61,343,26.02
62,41.61,343,26.02
62,41.61,350,26.02
62,41.61,350,26.0
62,61.43,350,26.0
49,61.43,350,26.0
49,61.43,348,26.0
49,61.43,348,26.03
49,49.3,348,26.03
446,49.3,348,26.03
446,58.39,348,26.03
397,58.39,348,26.03
397,58.39,339,26.03
397,58.39,339,26.0
397,58.39,341,26.0
397,54.83,341,26.0
325,54.83,341,26.0
325,54.83,340,26.0
325,54.83,340,26.02
325,53.51,340,26.02
192,53.51,340,26.02
192,53.51,339,26.02
192,53.51,339,26.03
192,59.29,339,26.03
325,59.29,339,26.03
325,59.29,341,26.03
325,59.29,341,26.02
325,53.06,341,26.02
504,53.06,341,26.02
504,64.68,341,26.02
511,64.68,341,26.02
511,64.68,339,26.02
511,69.49,339,26.02
652,69.49,339,26.02
652,69.49,340,26.02
652,69.49,340,26.03
652,55.38,340,26.03
784,55.38,340,26.03
784,55.38,340,26.02
784,55.38,343,26.02
784,64.35,343,26.02
286,64.35,343,26.02
286,51.31,343,26.02
133,51.31,343,26.02
133,51.31,342,26.02
133,51.31,342,26.03
133,51.31,342,26.0
133,65.91,342,26.0
85,65.91,342,26.0
85,65.91,336,26.0
85,65.91,336,26.02
85,61.46,336,26.02
386,61.46,336,26.02
386,61.46,335,26.02
386,55.46,335,26.02
780,55.46,335,26.02
780,55.46,334,26.02
780,54.21,334,26.02
463,54.21,334,26.02
463,54.21,334,26.03
463,49.02,334,26.03
494,49.02,334,26.03
494,56.6,334,26.03
804,56.6,334,26.03
804,56.6,343,26.03
804,56.6,343,26.02
804,56.6,343,26.0
804,51.19,343,26.0
472,51.19,343,26.0
472,58.06,343,26.0
243,58.06,343,26.0
243,58.06,343,26.02
243,61.23,343,26.02
447,61.23,343,26.02
447,61.23,343,26.03
447,61.23,342,26.03
447,63.83,342,26.03
243,63.83,342,26.03
243,59.99,342,26.03
173,59.99,342,26.03
173,55.89,342,26.03
69,55.89,342,26.03
69,55.57,342,26.03
33,55.57,342,26.03
33,55.57,342,26.05
33,55.57,341,26.05
33,55.57,341,26.03
33,56.1,341,26.03
70,56.1,341,26.03
70,56.1,340,26.03
70,52.49,340,26.03
165,52.49,340,26.03
165,51.21,340,26.03
391,51.21,340,26.03
391,51.21,341,26.03
391,50.79,341,26.03
153,50.79,341,26.03
153,52.09,341,26.03
81,52.09,341,26.03
81,48.64,341,26.03
66,48.64,341,26.03
66,48.64,333,26.03
66,48.64,333,26.07
66,56.3,333,26.07
835,56.3,333,26.07
835,56.3,330,26.07
835,56.3,330,26.03
835,56.21,330,26.03
447,56.21,330,26.03
447,56.21,329,26.03
447,56.21,329,26.05
447,56.21,334,26.05
447,65.59,334,26.05
516,65.59,334,26.05
516,65.95,334,26.05
642,65.95,334,26.05
642,65.95,341,26.05
642,65.95,341,26.03
642,65.95,339,26.03
642,58.63,339,26.03
366,58.63,339,26.03
366,57.83,339,26.03
287,57.83,339,26.03
287,57.83,340,26.03
287,66.05,340,26.03
1158,66.05,340,26.03
1158,66.05,332,26.03
1158,65.84,332,26.03
766,65.84,332,26.03
766,65.84,332,26.05
766,56.18,332,26.05
396,56.18,332,26.05
396,56.18,339,26.05
396,56.18,339,26.03
396,50.54,339,26.03
256,50.54,339,26.03
256,50.54,339,26.05
256,60.06,339,26.05
106,60.06,339,26.05
106,58.72,339,26.05
56,58.72,339,26.05
56,58.72,339,26.07
56,63.71,339,26.07
111,63.71,339,26.07
111,63.71,339,26.05
111,63.71,331,26.05
111,63.71,331,26.07
111,53.74,331,26.07
664,53.74,331,26.07
664,46.26,331,26.07
335,46.26,331,26.07
335,46.26,339,26.07
335,46.26,339,26.05
335,53.41,339,26.05
319,53.41,339,26.05
319,53.41,329,26.05
319,53.41,328,26.05
319,53.41,328,26.07
319,65.59,328,26.07
153,65.59,328,26.07
153,63.72,328,26.07
140,63.72,328,26.07
140,64.57,328,26.07
312,64.57,328,26.07
312,55.56,328,26.07
243,55.56,328,26.07
243,55.56,339,26.07
243,62.49,339,26.07
543,62.49,339,26.07
543,62.49,333,26.07
543,61.92,333,26.07
433,61.92,333,26.07
433,61.92,340,26.07
433,61.92,339,26.07
433,61.92,339,26.05
433,72.25,339,26.05
196,72.25,339,26.05
196,65.31,339,26.05
145,65.31,339,26.05
145,65.31,336,26.05
145,65.31,336,26.07
145,65.31,335,26.07
145,69.66,335,26.07
241,69.66,335,26.07
241,57.11,335,26.07
280,57.11,335,26.07
280,57.11,338,26.07
280,57.11,338,26.05
280,48.48,338,26.05
156,48.48,338,26.05
156,48.48,337,26.05
156,48.48,337,26.08
156,55.7,337,26.08
255,55.7,337,26.08
255,55.7,337,26.07
255,55.7,336,26.07
255,55.7,336,26.08
255,64.33,336,26.08
114,64.33,336,26.08
114,64.33,337,26.08
114,64.88,337,26.08
201,64.88,337,26.08
201,64.88,336,26.08
201,64.88,336,26.07
201,64.78,336,26.07
173,64.78,336,26.07
173,64.78,337,26.07
173,64.78,337,26.05
173,62.88,337,26.05
281,62.88,337,26.05
281,62.88,337,26.08
281,62.68,337,26.08
181,62.68,337,26.08
181,66.34,337,26.08
146,66.34,337,26.08
146,67.68,337,26.08
116,67.68,337,26.08
116,64.15,337,26.08
114,64.15,337,26.08
114,64.15,336,26.08
114,68.69,336,26.08
82,68.69,336,26.08
82,70.0,336,26.08
152,70.0,336,26.08
152,70.0,335,26.08
152,71.18,335,26.08
137,71.18,335,26.08
137,71.18,336,26.08
137,64.45,336,26.08
87,64.45,336,26.08
87,64.04,336,26.08
77,64.04,336,26.08
77,64.04,336,26.1
77,71.98,336,26.1
109,71.98,336,26.1
109,63.8,336,26.1
180,63.8,336,26.1
180,63.8,335,26.1
180,63.8,335,26.08
180,61.73,335,26.08
339,61.73,335,26.08
339,61.73,336,26.08
339,61.73,336,26.1
339,56.64,336,26.1
197,56.64,336,26.1
197,56.64,336,26.11
197,62.72,336,26.11
121,62.72,336,26.11
121,62.72,337,26.11
121,62.72,337,26.08
121,68.91,337,26.08
175,68.91,337,26.08
175,68.14,337,26.08
162,68.14,337,26.08
162,68.14,337,26.1
162,68.14,336,26.1
162,70.57,336,26.1
329,70.57,336,26.1
329,67.32,336,26.1
439,67.32,336,26.1
439,66.49,336,26.1
379,66.49,336,26.1
379,66.49,323,26.1
379,74.9,323,26.1
669,74.9,323,26.1
669,74.9,320,26.1
669,69.33,320,26.1
595,69.33,320,26.1
595,69.33,331,26.1
595,70.09,331,26.1
933,70.09,331,26.1
933,70.09,334,26.1
933,56.25,334,26.1
576,56.25,334,26.1
576,56.25,335,26.1
576,64.14,335,26.1
349,64.14,335,26.1
349,64.14,331,26.1
349,64.14,331,26.11
349,55.99,331,26.11
223,55.99,331,26.11
223,55.99,334,26.11
223,55.99,334,26.1
223,66.01,334,26.1
136,66.01,334,26.1
136,66.01,333,26.1
136,60.2,333,26.1
86,60.2,333,26.1
86,60.2,326,26.1
86,60.2,326,26.11
86,64.11,326,26.11
755,64.11,326,26.11
755,64.11,325,26.11
755,64.11,325,26.1
755,64.11,324,26.1
755,64.11,324,26.11
755,59.87,324,26.11
315,59.87,324,26.11
315,58.22,324,26.11
168,58.22,324,26.11
168,58.22,325,26.11
168,58.22,325,26.1
168,58.22,325,26.11
168,66.0,325,26.11
100,66.0,325,26.11
100,63.94,325,26.11
494,63.94,325,26.11
494,63.94,326,26.11
494,63.94,326,26.1
494,65.02,326,26.1
723,65.02,326,26.1
723,65.02,322,26.1
723,65.02,322,26.11
723,61.2,322,26.11
299,61.2,322,26.11
299,61.2,334,26.11
299,58.69,334,26.11
509,58.69,334,26.11
509,57.06,334,26.11
233,57.06,334,26.11
233,55.87,334,26.11
115,55.87,334,26.11
115,55.87,333,26.11
115,54.91,333,26.11
50,54.91,333,26.11
50,54.66,333,26.11
47,54.66,333,26.11
47,54.66,333,26.12
47,54.66,332,26.12
47,54.66,332,26.11
47,57.37,332,26.11
164,57.37,332,26.11
164,72.01,332,26.11
273,72.01,332,26.11
273,72.01,329,26.11
273,72.01,331,26.11
273,65.58,331,26.11
561,65.58,331,26.11
561,65.95,331,26.11
500,65.95,331,26.11
500,65.95,332,26.11
500,64.91,332,26.11
483,64.91,332,26.11
483,64.16,332,26.11
638,64.16,332,26.11
638,64.16,332,26.1
638,62.38,332,26.1
365,62.38,332,26.1
365,62.38,332,26.11
365,67.79,332,26.11
229,67.79,332,26.11
229,70.13,332,26.11
156,70.13,332,26.11
156,70.13,334,26.11
156,70.13,334,26.12
156,70.13,333,26.12
156,70.13,333,26.11
156,67.43,333,26.11
356,67.43,333,26.11
356,66.93,333,26.11
410,66.93,333,26.11
410,66.93,322,26.11
410,66.93,322,26.12
410,66.93,323,26.12
410,66.93,323,26.11
410,69.11,323,26.11
739,69.11,323,26.11
739,69.11,324,26.11
739,69.11,324,26.14
